	supersense_category	text
4499	noun.object	bottom
4502	noun.artifact	partition
4503	verb.stative	remain
4504	noun.state	trace
4506	noun.communication	bas-relief
4508	noun.artifact	muraldesign
4510	verb.change	disturb
4511	noun.act	orientation
4512	noun.location	interior
4513	noun.location	groundlevel
4514	verb.stative	roof
4517	noun.substance	cyclopean
4521	noun.cognition	knowledge
4522	noun.substance	titanic
4525	noun.relation	detail
4526	noun.phenomenon	nightmare
4527	noun.animal	humanbeing
4532	noun.artifact	stonetower
4533	verb.stative	impress
4535	noun.communication	photograph
4539	noun.communication	manifestation
4540	verb.communication	illustrate
4541	noun.time	phase
4544	noun.attribute	exoticism
4545	noun.person	Euclid
4547	noun.state	degree
4548	noun.attribute	irregularity
4549	noun.attribute	truncation
4550	noun.shape	disproportion
4552	noun.artifact	enlargement
4553	noun.artifact	column
4555	noun.attribute	grotesqueness
4557	noun.location	height
4560	noun.group	band
4561	noun.artifact	sculpture
4562	verb.change	perish
4563	noun.artifact	lane
4564	noun.artifact	alley
4565	noun.object	canyon
4568	verb.perception	loom
4571	noun.artifact	obstruction
4577	verb.stative	takeon
4580	noun.object	rockoutcropping
4581	noun.state	grade
4583	noun.artifact	terrace
4585	verb.contact	clamber
4587	verb.change	shrink
4588	noun.attribute	nearness
4590	verb.cognition	marvel
4591	noun.Tops	self
4598	noun.time	antiquity
4600	verb.communication	stop
4604	noun.attribute	pointedness
4606	noun.communication	arabesque
4607	noun.communication	suggestiveness
4608	verb.social	escape
4611	verb.motion	dwelt
4613	verb.creation	carryout
4620	verb.stative	date
4622	noun.attribute	recency
4623	noun.communication	Pliocene
4624	verb.stative	reign
4627	noun.artifact	interior
4629	noun.state	possibility
4630	noun.communication	ruin
4633	noun.event	descent
4634	noun.artifact	shutter
4635	verb.cognition	impress
4637	noun.substance	grain
4639	noun.substance	gymnosperm
4640	noun.plant	conifer
4641	noun.object	cretaceous
4644	noun.animal	palm
4647	noun.time	Pliocene
4649	noun.act	usage
4650	noun.location	innerside
4651	noun.artifact	embrasure
4653	noun.process	rust
4654	noun.artifact	fastening
4655	verb.motion	comeacross
4659	verb.social	oblige
4663	noun.shape	band
4664	noun.artifact	arabesque
4665	verb.perception	takecarefulnote
4666	verb.creation	planning
4669	verb.cognition	mark
4670	verb.stative	span
4672	noun.artifact	archway
4675	noun.body	well
4676	verb.possession	takeadvantage
4680	noun.substance	slab
4681	noun.artifact	outlet
4682	verb.cognition	observe
4684	verb.cognition	realise
4687	noun.attribute	glimpse
4689	noun.body	rear
4691	noun.artifact	substitute
4693	noun.state	immunity
4694	verb.motion	stray
4695	noun.phenomenon	air-current
4697	verb.stative	give
4698	verb.creation	out
4699	noun.act	chip
4700	verb.social	openup
4702	verb.change	makeit
4705	noun.event	collapse
4706	noun.object	rift
4710	verb.cognition	crystallise
4712	verb.emotion	overwhelm
4713	noun.event	calamity
4715	noun.group	population
4716	verb.possession	seek
4717	noun.location	abode
4718	verb.communication	attend
4720	noun.substance	snow
4721	noun.event	flood
4722	noun.act	burst
4723	noun.cognition	imagination
4725	noun.act	wandering
4729	noun.state	lair
4730	noun.cognition	secret
4731	verb.stative	echo
4733	noun.act	tread
4734	noun.state	drama
4736	noun.artifact	muralcarving
4741	verb.consumption	useup
4742	noun.attribute	elaborateness
4744	noun.location	past
4746	noun.artifact	level
4748	noun.attribute	difference
4750	verb.stative	characterise
4752	noun.artifact	trail
4753	noun.object	tier
4755	noun.phenomenon	polar
4756	noun.act	ascent
4757	verb.social	effect
4758	noun.artifact	ramp
4759	noun.location	plane
4762	verb.stative	range
4763	noun.shape	pointedstar
4765	noun.cognition	average
4766	noun.attribute	area
4770	noun.object	chamber
4771	noun.location	passage
4778	noun.communication	nuance
4782	noun.act	balance
4783	noun.event	adjustment
4785	verb.social	visit
4786	verb.stative	sustain
4788	noun.act	desertion
4790	noun.body	ceiling
4791	noun.act	alternation
4792	noun.attribute	width
4793	verb.possession	giveover
4796	noun.communication	rule
4797	noun.attribute	preponderance
4798	noun.artifact	cartouche
4801	noun.cognition	tradition
4803	verb.motion	approach
4804	noun.plant	vegetation
4811	verb.stative	makeup
4812	noun.Tops	quantity
4814	noun.act	treatment
4815	verb.emotion	move
4816	noun.object	gulf
4819	noun.act	juxtaposition
4820	noun.shape	cross-
4821	noun.cognition	section
4822	noun.shape	silhouette
4824	noun.cognition	psychology
4825	noun.person	antiquity
4827	noun.artifact	museum
4828	noun.relation	analogue
4830	noun.person	futurist
4831	noun.artifact	tracery
4832	verb.stative	varied
4836	noun.communication	alphabet
4838	verb.motion	depressed
4841	noun.attribute	colouration
4842	verb.perception	detect
4844	verb.change	disintegrate
4845	verb.social	banish
4846	noun.substance	pigment
4847	verb.consumption	apply
4848	noun.cognition	conventionalisation
4849	noun.communication	convention
4850	verb.communication	symbolise
4851	verb.communication	accentuate
4852	noun.cognition	differentiation
4853	noun.cognition	excellence
4855	noun.cognition	perception
4856	noun.artifact	touch
4860	noun.event	creation
4862	noun.cognition	mindedness
4863	noun.state	chancecircumstance
4868	noun.communication	transcription
4869	noun.act	arrangement
4871	noun.communication	map
4872	noun.artifact	chart
4875	verb.possession	gather
4876	noun.artifact	frieze
4877	noun.artifact	dado
4878	noun.cognition	whole
4881	verb.communication	allure
4883	verb.cognition	mean
4887	noun.artifact	plank
4888	noun.body	room
4889	noun.artifact	window
4890	noun.artifact	pane
4893	noun.artifact	niche
4894	noun.attribute	magnitude
4899	noun.artifact	facility
4900	noun.act	heating
4903	noun.artifact	ceiling
4904	verb.contact	inlay
4906	noun.artifact	floor
4908	verb.change	predominate
4909	noun.artifact	moveable
4914	noun.object	floor
4915	noun.substance	litter
4916	noun.event	incrustation
4918	noun.attribute	air
4919	noun.state	immaculateness
4920	noun.event	rift
4922	noun.location	lowlevel
4924	noun.location	innerregion
4926	noun.state	groundlevel
4927	noun.state	blackness
4928	noun.Tops	feeling
4935	noun.cognition	revelation
4938	noun.artifact	carve
4939	noun.cognition	ambiguity
4940	noun.cognition	interpretation
4941	noun.cognition	study
4947	verb.stative	inhabit
4949	noun.animal	ancestor
4951	noun.animal	dinosaur
4952	verb.stative	roam
4953	noun.location	steppes
4954	noun.object	Europe
4955	verb.communication	cling
4956	noun.state	omnipresence
4957	noun.communication	exaltation
4958	verb.communication	embody
4960	noun.artifact	motif
4961	noun.substance	MinoanCrete
4962	verb.consumption	exalt
4963	noun.animal	bull
4964	noun.location	Egypt
4965	noun.animal	scarabaeus
4966	noun.person	Romethe
4967	noun.animal	wolf
4968	noun.animal	eagle
4969	noun.group	tribe
4970	noun.Tops	totem
4972	verb.possession	strip
4973	noun.communication	realisation
4975	verb.cognition	bear
4976	noun.communication	white
4977	verb.contact	rear
4978	verb.stative	dwell
4983	verb.change	laydown
4986	noun.person	maker
4987	noun.person	enslaver
4988	noun.communication	original
4991	verb.communication	hintabout
4994	noun.artifact	substance
4995	verb.creation	shape
4998	verb.cognition	lookupon
5000	noun.communication	outline
5002	verb.communication	pickup
5005	verb.stative	pause
5006	verb.body	recuperate
5011	verb.change	checkup
5013	noun.cognition	art
5017	verb.creation	hew
5018	verb.stative	goback
5022	noun.person	artistry
5025	noun.artifact	flashlight
5027	noun.person	madman
5029	noun.object	universe
5030	verb.cognition	interpret
5031	noun.cognition	mythology
5033	noun.communication	diagram
5034	noun.cognition	finding
5036	noun.cognition	astrophysic
5038	verb.creation	publish
5039	noun.cognition	set
5041	verb.cognition	comeupon
5042	noun.group	unit
5044	noun.communication	chronicle
5045	noun.artifact	map
5047	noun.object	groundlevel
5049	noun.artifact	centre
5053	noun.communication	summary
5055	verb.communication	favourite
5056	noun.person	decorator
5058	noun.communication	version
5059	noun.communication	theme
5060	verb.cognition	settle
5061	verb.creation	fillin
5063	noun.attribute	disposal
5065	verb.stative	act
5068	noun.act	breakdown
5069	verb.communication	issue
5072	noun.cognition	influence
5073	noun.cognition	naturallaw
5075	verb.social	discourage
5076	verb.communication	decipher
5077	noun.group	MiskatonicUniversity
5078	verb.creation	sketch
5079	noun.state	highlight
5082	noun.event	come
5083	noun.body	thing
5088	verb.stative	embarkupon
5089	noun.act	pioneer
5094	noun.person	antiquarian
5097	noun.person	adversary
5100	verb.social	surpass
5101	verb.communication	oblige
5105	noun.act	organisation
5106	noun.state	want
5107	noun.shape	plane
5108	noun.plant	fruit
5109	noun.act	manufacture
5110	noun.artifact	garment
5111	noun.object	element
5113	noun.Tops	substance
5115	noun.food	food
5116	verb.change	mould
5117	noun.substance	tissue
5119	noun.act	influence
5121	noun.person	slave
5123	verb.communication	whisperabout
5124	noun.person	shoggoth
5125	noun.person	madarab
5127	noun.plant	herb
5128	verb.change	synthesise
5129	verb.consumption	breed
5130	noun.substance	shoggoth
5132	verb.communication	extirpate
5135	noun.attribute	weight
5136	noun.artifact	labyrinth
5151	noun.shape	finial
5156	noun.communication	mirage
5157	noun.quantity	ten
5160	verb.motion	migrate
5162	noun.body	tentacle
5163	verb.consumption	practice
5167	noun.artifact	stylus
5168	noun.substance	waxen
5169	noun.object	oceandepth
5170	verb.contact	furnish
5171	verb.contact	pieceout
5172	verb.stative	operate
5179	noun.phenomenon	phosphorescence
5182	verb.contact	wriggle
5183	noun.state	tier
5185	noun.act	swoop
5186	noun.act	set
5187	noun.person	pseudo
5190	noun.plant	tentacle
5191	noun.act	coördination
5192	verb.communication	ensure
5193	noun.cognition	dexterity
5195	noun.attribute	pressure
5198	verb.body	inhume
5200	noun.artifact	mound
5201	verb.communication	setup
5202	noun.communication	thought
5204	noun.process	recuperation
5208	noun.plant	spore
5209	noun.animal	vegetablepteridophyte
5212	noun.attribute	longevity
5213	verb.social	encourage
5215	noun.substance	prothalli
5216	verb.social	colonise
5217	verb.change	mature
5218	noun.act	education
5219	noun.communication	standard
5220	noun.motive	custom
5221	noun.cognition	institution
5222	noun.communication	monograph
5224	noun.location	landresidence
5225	noun.relation	foundation
5226	noun.object	essential
5227	verb.possession	derive
5228	noun.food	nourishment
5230	noun.Tops	food
5232	verb.creation	cook
5233	noun.food	viand
5234	verb.competition	hunt
5235	noun.animal	game
5236	verb.creation	raise
5237	noun.group	herd
5238	verb.consumption	slaughter
5240	verb.competition	resist
5241	noun.state	naturalstate
5243	verb.change	drawon
5245	verb.communication	resort
5246	noun.attribute	measure
5247	noun.process	heating
5249	verb.contact	absorb
5250	noun.substance	chemical
5251	noun.act	eat
5252	verb.change	prolong
5253	noun.attribute	harm
5254	verb.stative	be
5258	verb.change	organise
5259	noun.group	household
5261	noun.attribute	utility
5263	noun.act	occupation
5264	noun.act	diversion
5265	noun.person	co-dweller
5266	noun.state	association
5268	noun.artifact	home
5269	noun.artifact	space
5271	noun.state	lighting
5272	noun.artifact	couch
5273	noun.artifact	tentacle
5274	noun.group	set
5276	noun.cognition	certainty
5280	noun.group	culture
5281	noun.act	agriculture
5282	noun.possession	stock-raising
5283	noun.act	mining
5284	noun.act	manufacturing
5285	verb.social	practice
5286	noun.act	migration
5287	noun.process	movement
5288	noun.act	race
5289	verb.change	expand
5290	noun.attribute	locomotion
5292	noun.Tops	capacity
5293	noun.act	speed
5294	noun.person	load
5298	noun.object	vertebrate
5299	noun.group	infinity
5301	noun.artifact	product
5302	verb.stative	acton
5304	verb.change	escape
5305	noun.location	radius
5307	noun.act	conflict
5309	verb.communication	exterminate
5311	noun.communication	sculpture
5313	noun.person	buffoon
5315	noun.communication	foreshadowing
5316	noun.object	landcity
5318	noun.animal	pterodactyl
5319	noun.cognition	palaeontology
5320	noun.attribute	persistence
5321	noun.communication	old
5324	noun.event	convulsion
5327	noun.time	archaean
5329	noun.process	civilisation
5330	noun.act	advent
5331	noun.location	AntarcticOcean
5332	verb.contact	wrench
5333	noun.location	SouthPacific
5337	verb.communication	shews
5338	noun.location	southpole
5340	noun.artifact	settlement
5341	noun.location	centre
5342	verb.motion	transfer
5344	noun.object	landmass
5346	verb.communication	uphold
5347	noun.cognition	theory
5348	noun.event	drift
5349	verb.communication	advanced
5350	noun.person	Wegener
5351	noun.person	Joly
5352	noun.state	upheaval
5354	noun.event	misfortune
5357	noun.animal	humanspawn
5359	verb.motion	filterdown
5360	noun.time	infinity
5361	verb.creation	precipitate
5363	noun.event	settlement
5368	noun.location	landcity
5369	noun.state	antarctic
5372	noun.artifact	city
5373	noun.animal	Cthulhuspawn
5374	verb.change	blotout
5376	noun.object	octopus
5378	verb.stative	dot
5380	noun.communication	recommendation
5382	noun.person	archaeologist
5385	noun.location	trend
5387	verb.creation	encourage
5388	noun.event	rise
5389	noun.object	landmasse
5391	verb.creation	breeding
5392	noun.animal	shoggoth
5393	verb.stative	depend
5394	noun.time	march
5399	verb.cognition	dependon
5403	verb.change	reproduce
5404	noun.process	fission
5405	verb.possession	acquire
5407	verb.creation	model
5410	verb.creation	implant
5411	noun.cognition	volition
5414	verb.social	obey
5418	verb.stative	compose
5419	noun.substance	jelly
5420	noun.process	agglutination
5421	noun.animal	bubble
5422	verb.stative	average
5423	noun.attribute	volume
5424	verb.change	throwout
5425	noun.event	development
5427	noun.cognition	hearing
5428	noun.person	master
5431	noun.time	permianage
5432	noun.cognition	re
5433	noun.state	subjugation
5434	verb.social	wage
5436	noun.communication	picture
5437	noun.animal	slime
5439	noun.state	abyss
5443	noun.person	rebel
5446	noun.event	victory
5450	verb.social	tame
5451	noun.animal	horse
5452	noun.location	Americanwest
5454	noun.animal	cowboy
5455	noun.act	rebellion
5458	noun.act	transition
5459	noun.attribute	usefulness
5460	noun.cognition	trouble
5461	noun.act	management
5462	noun.time	Jurassicage
5464	verb.perception	meet
5465	noun.state	adversity
5466	noun.location	outerspace
5467	noun.animal	crustacean
5468	noun.location	Pluto
5469	verb.cognition	figure
5470	noun.communication	hill
5479	verb.motion	sallyforth
5480	noun.location	ether
5482	noun.location	atmosphere
5486	noun.object	land
5487	noun.act	retreat
5488	verb.communication	note
5491	verb.stative	spawn
5492	noun.group	Mi-Go
5495	verb.cognition	undergo
5496	noun.event	transformation
5497	noun.event	reintegration
5501	noun.time	continuum
5505	noun.communication	anomaly
5506	verb.cognition	ascribe
5507	noun.person	foe
5510	noun.cognition	framework
5512	noun.event	defeat
5513	noun.communication	annals
5514	noun.group	race
5516	verb.stative	figure
5521	noun.artifact	scene
5525	verb.cognition	confirm
5528	noun.relation	fragment
5532	noun.object	Africa
5533	noun.object	SouthAmerica
5535	verb.contact	shoveup
5540	noun.shape	rift
5541	noun.communication	chasm
5543	verb.stative	separate
5548	noun.location	america
5549	noun.object	antarcticcontinent
5551	noun.act	founding
5556	noun.time	plioceneage
5558	noun.location	Alaska
5559	noun.location	NorthAmerica
5564	noun.location	GrahamLand
5565	noun.object	oceanfloor
5568	noun.group	city
5576	noun.artifact	parallel
5578	noun.Tops	knowledge
5582	verb.stative	decline
5583	verb.perception	zero
5585	noun.act	destruction
5586	noun.event	upthrust
5587	noun.process	rend
5592	noun.act	replacement
5594	verb.change	wearon
5597	noun.time	cretaceousage
5598	noun.object	buckle
5600	noun.location	predecessor
